run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR528330	SAMEA2581961	ERX493533	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528330/ERR528330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528330/ERR528330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528330/HD-7_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528330/HD-7_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528330	HD-7_Run1
ERR528334	SAMEA2581974	ERX493537	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528334/ERR528334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528334/ERR528334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528334/HD-81_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528334/HD-81_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528334	HD-81_Run6
ERR528721	SAMEA2582097	ERX493924	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528721/ERR528721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528721/ERR528721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528721/LD-6_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528721/LD-6_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528721	LD-6_Run1
ERR528722	SAMEA2582098	ERX493925	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528722/ERR528722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528722/ERR528722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528722/LD-6_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528722/LD-6_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528722	LD-6_Run5
ERR528723	SAMEA2582099	ERX493926	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528723/ERR528723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528723/ERR528723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528723/LD-60_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528723/LD-60_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528723	LD-60_Run3
ERR528724	SAMEA2582100	ERX493927	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528724/ERR528724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528724/ERR528724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528724/LD-61_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528724/LD-61_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528724	LD-61_Run3
ERR528726	SAMEA2582102	ERX493929	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528726/ERR528726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528726/ERR528726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528726/LD-63_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528726/LD-63_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528726	LD-63_Run3
ERR528733	SAMEA2582109	ERX493936	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528733/ERR528733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528733/ERR528733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528733/LD-67_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528733/LD-67_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528733	LD-67_Run3
ERR528735	SAMEA2582111	ERX493938	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528735/ERR528735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528735/ERR528735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528735/LD-68_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528735/LD-68_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528735	LD-68_Run5
ERR528736	SAMEA2582112	ERX493939	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528736/ERR528736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528736/ERR528736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528736/LD-69_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528736/LD-69_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528736	LD-69_Run3
ERR528739	SAMEA2582115	ERX493942	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528739/ERR528739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528739/ERR528739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528739/LD-70_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528739/LD-70_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528739	LD-70_Run4
ERR528743	SAMEA2582119	ERX493946	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528743/ERR528743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528743/ERR528743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528743/LD-73_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528743/LD-73_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528743	LD-73_Run3
ERR528747	SAMEA2582123	ERX493950	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528747/ERR528747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528747/ERR528747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528747/LD-77_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528747/LD-77_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528747	LD-77_Run4
ERR528748	SAMEA2582124	ERX493951	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528748/ERR528748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528748/ERR528748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528748/LD-78_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528748/LD-78_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528748	LD-78_Run4
ERR528749	SAMEA2582125	ERX493952	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528749/ERR528749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528749/ERR528749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528749/LD-79_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528749/LD-79_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528749	LD-79_Run4
ERR532377	SAMEA2581974	ERX497580	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532377/ERR532377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532377/ERR532377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532377/HD-81_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532377/HD-81_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532377	HD-81_Run6
ERR532380	SAMEA2582128	ERX497583	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532380/ERR532380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532380/ERR532380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532380/LD-81_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532380/LD-81_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532380	LD-81_Run4
ERR532383	SAMEA2582131	ERX497586	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532383/ERR532383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532383/ERR532383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532383/LD-84_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532383/LD-84_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532383	LD-84_Run4
ERR532385	SAMEA2582133	ERX497588	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532385/ERR532385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532385/ERR532385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532385/LD-86_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532385/LD-86_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532385	LD-86_Run4
ERR532388	SAMEA2582136	ERX497591	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532388/ERR532388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532388/ERR532388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532388/LD-88_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532388/LD-88_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532388	LD-88_Run4
ERR532389	SAMEA2582137	ERX497592	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532389/ERR532389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532389/ERR532389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532389/LD-89_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532389/LD-89_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532389	LD-89_Run6
ERR532392	SAMEA2582141	ERX497595	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532392/ERR532392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532392/ERR532392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532392/LD-92_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532392/LD-92_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532392	LD-92_Run6
ERR532623	SAMEA2582148	ERX497826	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532623/ERR532623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532623/ERR532623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532623/LD-98_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532623/LD-98_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532623	LD-98_Run5
ERR527007	SAMEA2581979	ERX492210	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527007/ERR527007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527007/ERR527007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527007/HV10_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527007/HV10_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527007	HV10_Run4
ERR527008	SAMEA2581980	ERX492211	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527008/ERR527008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527008/ERR527008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527008/HV11_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527008/HV11_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527008	HV11_Run1
ERR527011	SAMEA2581983	ERX492214	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527011/ERR527011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527011/ERR527011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527011/HV13_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527011/HV13_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527011	HV13_Run3
ERR527014	SAMEA2581986	ERX492217	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527014/ERR527014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527014/ERR527014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527014/HV14_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527014/HV14_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527014	HV14_Run4
ERR527021	SAMEA2581993	ERX492224	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527021/ERR527021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527021/ERR527021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527021/HV19_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527021/HV19_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527021	HV19_Run3
ERR527023	SAMEA2581995	ERX492226	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527023/ERR527023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527023/ERR527023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527023/HV2_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527023/HV2_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527023	HV2_Run4
ERR527025	SAMEA2581997	ERX492228	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527025/ERR527025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527025/ERR527025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527025/HV20_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527025/HV20_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527025	HV20_Run6
ERR527027	SAMEA2581999	ERX492230	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527027/ERR527027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527027/ERR527027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527027/HV22_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527027/HV22_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527027	HV22_Run5
ERR527031	SAMEA2582003	ERX492234	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527031/ERR527031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527031/ERR527031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527031/HV26_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527031/HV26_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527031	HV26_Run6
ERR527033	SAMEA2582005	ERX492236	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527033/ERR527033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527033/ERR527033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527033/HV28_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527033/HV28_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527033	HV28_Run6
ERR527035	SAMEA2582007	ERX492238	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527035/ERR527035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527035/ERR527035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527035/HV3_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527035/HV3_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527035	HV3_Run4
ERR527041	SAMEA2582013	ERX492244	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527041/ERR527041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527041/ERR527041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527041/HV6_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527041/HV6_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527041	HV6_Run4
ERR527044	SAMEA2582016	ERX492247	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527044/ERR527044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527044/ERR527044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527044/HV8_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527044/HV8_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527044	HV8_Run4
ERR527049	SAMEA2581879	ERX492252	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527049/ERR527049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527049/ERR527049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527049/HD-13_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527049/HD-13_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527049	HD-13_Run1
ERR527057	SAMEA2581887	ERX492260	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527057/ERR527057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527057/ERR527057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527057/HD-17_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527057/HD-17_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527057	HD-17_Run5
ERR527060	SAMEA2581890	ERX492263	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527060/ERR527060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527060/ERR527060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527060/HD-19_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527060/HD-19_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527060	HD-19_Run1
ERR527064	SAMEA2581894	ERX492267	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527064/ERR527064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527064/ERR527064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527064/HD-21_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527064/HD-21_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527064	HD-21_Run1
ERR527068	SAMEA2581898	ERX492271	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527068/ERR527068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527068/ERR527068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527068/HD-25_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527068/HD-25_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527068	HD-25_Run1
ERR527070	SAMEA2581900	ERX492273	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527070/ERR527070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527070/ERR527070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527070/HD-26_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527070/HD-26_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527070	HD-26_Run1
ERR527073	SAMEA2581903	ERX492276	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527073/ERR527073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527073/ERR527073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527073/HD-29_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527073/HD-29_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527073	HD-29_Run1
ERR527074	SAMEA2581904	ERX492277	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527074/ERR527074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527074/ERR527074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527074/HD-3_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527074/HD-3_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527074	HD-3_Run4
ERR527075	SAMEA2581905	ERX492278	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527075/ERR527075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527075/ERR527075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527075/HD-3_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527075/HD-3_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527075	HD-3_Run6
ERR527076	SAMEA2581906	ERX492279	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527076/ERR527076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527076/ERR527076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527076/HD-30_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527076/HD-30_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527076	HD-30_Run1
ERR527078	SAMEA2581908	ERX492281	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527078/ERR527078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527078/ERR527078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527078/HD-32_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527078/HD-32_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527078	HD-32_Run1
ERR527083	SAMEA2581913	ERX492286	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527083/ERR527083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527083/ERR527083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527083/HD-37_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527083/HD-37_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527083	HD-37_Run3
ERR527086	SAMEA2581916	ERX492289	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527086/ERR527086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527086/ERR527086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527086/HD-39_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527086/HD-39_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527086	HD-39_Run3
